Country,Year,Month,Date,"M3 (UOM:INR(IndianRupees)), Scaling Factor:10000000","M3 Including Merger (UOM:INR(IndianRupees)), Scaling Factor:10000000","Currency With The Public (UOM:INR(IndianRupees)), Scaling Factor:10000000","Demand Deposits With Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Time Deposits With Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Time Deposits With Banks Including Merger (UOM:INR(IndianRupees)), Scaling Factor:10000000","Other Deposits With Reserve Bank (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Net Bank Credit To Government (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Net Bank Credit To Government Including Merger (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Net Bank Credit To Government Including Merger From Reserve Bank (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Net Credit Of Other Banks To Government Including Merger (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Net Bank Credit Of Other Banks Including Merger To Government Including Merger (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Bank Credit To Commercial Sector (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Bank Credit To Commercial Sector Including Merger (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Bank Credit To Commercial Sector From Reserve Bank (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Bank Credit To Commercial By Other Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Bank Credit To Commercial By Other Banks Includimg Merger (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Net Foreign Exchange Assets Of Banking Sector (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Governments Currency Liabilities To The Public (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Banking Sectors Net Non Monetary Liabilities (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Banking Sectors Net Non Monetary Liabilities Including Merger (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sources Of Net Non Monetary Liabilities Of Reserve Bank Of India (Rbi) Under Banking Sectors Net Non-Monetary Liabilities (UOM:INR(IndianRupees)), Scaling Factor:10000000",observation_year,observation_month,observation_quarter,observation_week,observation_day,month_name,m3_pct_change,net_fx_assets_pct_change
India,"Calendar Year (Jan - Dec), 2004","April, 2004",2004-04-16,2044875.11,23143686.34,328524.62,252755.81,1459790.87,17510888.64,3803.81004,735090.74,7250237.568,-1646.9,736737.64,6005323.618,1030863.3,14870756.57,2024.35,1028838.95,14866712.37,552398.93,7295.72,280773.58,4087232.343,106378.21,2004,4,2,16,16,April,0.0013487558165214963,4.328289580839728
India,"Calendar Year (Jan - Dec), 2004","April, 2004",2004-04-30,2058184.36,23143686.34,329602.245532,254496.046785,1470303.977231,17510888.64,3782.09392,748573.53,7250237.568,13360.93,735212.6,6005323.618,1039003.57,14870756.57,2021.85,1036981.72,14866712.37,562185.56,7313.71,298892.01,4087232.343,111066.07,2004,4,2,18,30,April,0.6508588194415355,1.7716598401086747
India,"Calendar Year (Jan - Dec), 2004","May, 2004",2004-05-14,2056695.81,23143686.34,336433.065532,247898.626785,1468706.217231,17510888.64,3657.90392,745872.91,7250237.568,8921.19,736951.72,6005323.618,1036465.18,14870756.57,2020.7,1034444.48,14866712.37,574980.25,7313.71,307936.24,4087232.343,120663.07,2004,5,2,20,14,May,-0.07232345308464394,2.275883784706245
India,"Calendar Year (Jan - Dec), 2004","May, 2004",2004-05-28,2056233.18,23143686.34,331555.660404,244640.404084,1476261.28817,17510888.64,3775.8322,748479.26,7250237.568,4258.99,744220.27,6005323.618,1030891.6,14870756.57,2115.89,1028775.71,14866712.37,579680.53,7324.36,310142.57,4087232.343,128520.44,2004,5,2,22,28,May,-0.022493846574234144,0.8174680782513821
India,"Calendar Year (Jan - Dec), 2004","June, 2004",2004-06-11,2059307.93,23143686.34,335987.250404,239852.604084,1479972.57817,17510888.64,3495.5022,752243.77,7250237.568,12353.61,739890.16,6005323.618,1034080.16,14870756.57,1921.25,1032158.91,14866712.37,574610.51,7324.36,308950.87,4087232.343,121529.68,2004,6,2,24,11,June,0.1495331380656051,-0.8746231307786068
India,"Calendar Year (Jan - Dec), 2004","June, 2004",2004-06-25,2063130.48,23143686.34,329742.265738,243767.650853,1485992.756,17510888.64,3627.80898,751679.4,7250237.568,10764.22,740915.18,6005323.618,1044563.31,14870756.57,1889.5,1042673.81,14866712.37,575792.63,7332.54,316237.4,4087232.343,134857.9,2004,6,2,26,25,June,0.185623040843641,0.2057254400028352
India,"Calendar Year (Jan - Dec), 2004","July, 2004",2004-07-09,2070813.54,23143686.34,331491.455738,238583.400853,1496124.536,17510888.64,4614.14898,754967.67,7250237.568,1269.69,753697.98,6005323.618,1047712.57,14870756.57,1889.5,1045823.07,14866712.37,580585.66,7332.54,319784.9,4087232.343,136685.51,2004,7,3,28,9,July,0.3723981626213124,0.8324229506029068
India,"Calendar Year (Jan - Dec), 2004","July, 2004",2004-07-23,2062635.26,23143686.34,326322.015007,238527.290228,1493249.548291,17510888.64,4536.40898,755470.27,7250237.568,2362.94,753107.33,6005323.618,1042967.34,14870756.57,1889.5,1041077.84,14866712.37,580395.3,7339.31,323536.95,4087232.343,136995.84,2004,7,3,30,23,July,-0.3949307768192467,-0.03278758211148203
India,"Calendar Year (Jan - Dec), 2004","August, 2004",2004-08-06,2076541.33,23143686.34,326960.405007,247369.800228,1497539.058291,17510888.64,4672.07092,762438.66,7250237.568,6322.09,756116.57,6005323.618,1055773.44,14870756.57,1889.5,1053883.94,14866712.37,581908.1,7339.31,330918.17,4087232.343,141976.51,2004,8,3,32,6,August,0.6741894832147821,0.26064993979102447
India,"Calendar Year (Jan - Dec), 2004","August, 2004",2004-08-20,2083161.33,23143686.34,326009.275125,256391.014019,1496297.953234,17510888.64,4463.09092,753952.09,7250237.568,10579.65,743372.44,6005323.618,1063039.23,14870756.57,1889.5,1061149.73,14866712.37,578880.75,7339.3,320050.04,4087232.343,137125.53,2004,8,3,34,20,August,0.3187993373577669,-0.5202453789524442
India,"Calendar Year (Jan - Dec), 2004","September, 2004",2004-09-03,2081704.47,23143686.34,326521.605125,248011.784019,1502683.363234,17510888.64,4487.71511,756387.62,7250237.568,9000.97,747386.65,6005323.618,1070396.9,14870756.57,1889.5,1068507.4,14866712.37,572435.23,7339.3,324854.58,4087232.343,130646.92,2004,9,3,36,3,September,-0.06993505394995436,-1.1134452130253103
India,"Calendar Year (Jan - Dec), 2004","September, 2004",2004-09-17,2089561.23,23143686.34,326580.133309,247243.461162,1511355.283492,17510888.64,4382.35511,740488.41,7250237.568,4585.49,735902.92,6005323.618,1092049.79,14870756.57,1889.5,1090160.29,14866712.37,574456.87,7341.46,324775.29,4087232.343,128973.22,2004,9,3,38,17,September,0.37741956714922864,0.35316484626566336
India,"Calendar Year (Jan - Dec), 2004","October, 2004",2004-10-01,2111522.31,23143686.34,321557.843309,261815.151162,1521138.363492,17510888.64,7010.95242,743398.57,7250237.568,8694.18,734704.39,6005323.618,1110009.01,14870756.57,1889.5,1108119.51,14866712.37,579625.45,7341.46,328852.18,4087232.343,134000.43,2004,10,4,40,1,October,1.0509900205221578,0.8997333429052734
India,"Calendar Year (Jan - Dec), 2004","October, 2004",2004-10-15,2114948.43,23143686.34,330660.003309,261301.341162,1516345.593492,17510888.64,6641.49242,754785.81,7250237.568,20865.0,733920.81,6005323.618,1143199.93,14870756.57,1889.5,1141310.43,14866712.37,580534.07,7341.46,370912.84,4087232.343,135590.83,2004,10,4,42,15,October,0.16225829032325834,0.15675985241849766
India,"Calendar Year (Jan - Dec), 2004","October, 2004",2004-10-29,2113298.2,23143686.34,330702.026486,275575.385019,1500548.534037,17510888.64,6472.2535,752730.0,7250237.568,22554.01,730175.99,6005323.618,1152095.7,14870756.57,1889.5,1150206.2,14866712.37,582742.3,7360.97,381630.78,4087232.343,136714.02,2004,10,4,44,29,October,-0.07802696163139444,0.3803790533775331
India,"Calendar Year (Jan - Dec), 2004","November, 2004",2004-11-12,2110561.67,23143686.34,348834.006486,252538.935019,1502429.834037,17510888.64,6758.8935,745537.04,7250237.568,30737.22,714799.82,6005323.618,1161245.63,14870756.57,2409.07,1158836.56,14866712.37,590198.96,7360.97,393780.94,4087232.343,138882.98,2004,11,4,46,12,November,-0.12949095399789057,1.279581042941258
India,"Calendar Year (Jan - Dec), 2004","November, 2004",2004-11-26,2119611.13,23143686.34,342657.128443,259857.540494,1512717.580921,17510888.64,4378.88143,746396.61,7250237.568,18204.31,728192.3,6005323.618,1169165.34,14870756.57,1889.5,1167275.84,14866712.37,603342.42,7374.35,406667.59,4087232.343,142839.2,2004,11,4,48,26,November,0.42877022399445686,2.226954110525714
India,"Calendar Year (Jan - Dec), 2004","December, 2004",2004-12-10,2134797.73,23143686.34,346000.048443,260679.040494,1523884.240921,17510888.64,4234.40143,742038.83,7250237.568,5100.85,736937.98,6005323.618,1178703.03,14870756.57,1889.5,1176813.53,14866712.37,610133.16,7374.35,403451.64,4087232.343,136981.67,2004,12,4,50,10,December,0.7164804800775082,1.1255200653718322
India,"Calendar Year (Jan - Dec), 2004","December, 2004",2004-12-24,2144693.26,23143686.34,342050.325207,263259.504933,1534687.329296,17510888.64,4696.10143,732824.2,7250237.568,4769.71,728054.49,6005323.618,1196053.91,14870756.57,1889.5,1194164.41,14866712.37,607351.47,7430.8,398967.11,4087232.343,132889.41,2004,12,4,52,24,December,0.4635347818174651,-0.45591523004585577
India,"Calendar Year (Jan - Dec), 2005","January, 2005",2005-01-07,2184825.54,23143686.34,345209.575207,265500.084933,1569591.559296,17510888.64,4524.31856,752167.81,7250237.568,-2264.89,754432.7,6005323.618,1209020.49,14870756.57,1889.5,1207130.99,14866712.37,598809.95,7430.8,382603.5,4087232.343,123086.08,2005,1,1,1,7,January,1.8712363557294998,-1.4063553678399843
India,"Calendar Year (Jan - Dec), 2005","January, 2005",2005-01-21,2206220.15,23143686.34,347068.027361,264737.361367,1588929.766331,17510888.64,5484.99381,761942.25,7250237.568,14187.23,747755.02,6005323.618,1226757.49,14870756.57,1889.5,1224867.99,14866712.37,599555.34,7435.81,389470.74,4087232.343,124388.33,2005,1,1,3,21,January,0.9792365389503788,0.12447855951625009
India,"Calendar Year (Jan - Dec), 2005","February, 2005",2005-02-04,2220950.37,23143686.34,347999.257361,275403.791367,1593153.966331,17510888.64,4393.35381,762471.45,7250237.568,12560.08,749911.37,6005323.618,1232883.15,14870756.57,1389.5,1231493.65,14866712.37,593523.58,7435.81,375363.62,4087232.343,117455.65,2005,2,1,5,4,February,0.6676677302580147,-1.006038908768625
India,"Calendar Year (Jan - Dec), 2005","February, 2005",2005-02-18,2215125.47,23143686.34,349730.272351,273894.644472,1587155.244526,17510888.64,4345.30586,754669.75,7250237.568,-2037.33,756707.08,6005323.618,1233142.99,14870756.57,1389.5,1231753.49,14866712.37,615817.51,7434.93,395939.71,4087232.343,126751.6,2005,2,1,7,18,February,-0.26227060625402254,3.756199543074601
India,"Calendar Year (Jan - Dec), 2005","March, 2005",2005-03-04,2237749.46,23143686.34,352321.542351,285349.964472,1595676.064526,17510888.64,4401.88586,760617.68,7250237.568,-16076.73,776694.41,6005323.618,1248275.57,14870756.57,1389.5,1246886.07,14866712.37,634225.9,7434.93,412804.62,4087232.343,128410.87,2005,3,1,9,4,March,1.0213412425797985,2.989260568443397
India,"Calendar Year (Jan - Dec), 2005","March, 2005",2005-03-18,2242316.47,23143686.34,357678.398582,284739.755896,1594536.625617,17510888.64,5361.68586,741208.06,7250237.568,-30023.61,771231.67,6005323.618,1274373.74,14870756.57,1389.5,1272984.24,14866712.37,651009.03,7447.96,431722.31,4087232.343,130472.14,2005,3,1,11,18,March,0.204089424738374,2.6462385090233687
India,"Calendar Year (Jan - Dec), 2005","March, 2005",2005-03-31,2245652.66,23143686.34,356313.638582,286998.035896,1595887.035617,17510888.64,6453.9494,752435.92,7250237.568,-17974.63,770410.55,6005323.618,1275911.71,14870756.57,1389.5,1274522.21,14866712.37,649259.29,7447.96,439402.21,4087232.343,119804.28,2005,3,1,13,31,March,0.14878319116122807,-0.26877353759593436
India,"Calendar Year (Jan - Dec), 2005","April, 2005",2005-04-01,2326870.21,23143686.34,355321.648582,323206.625896,1642046.905617,17510888.64,6295.0294,744376.09,7250237.568,-27662.13,772038.22,6005323.618,1326920.99,14870756.57,1389.5,1325531.49,14866712.37,647907.26,7447.96,399782.08,4087232.343,123242.63,2005,4,2,13,1,April,3.6166568163751522,-0.20824191826350757
India,"Calendar Year (Jan - Dec), 2005","April, 2005",2005-04-15,2330423.85,23143686.34,370105.178582,302505.835896,1653130.405617,17510888.64,4682.4294,763758.44,7250237.568,-4540.97,768299.41,6005323.618,1302592.68,14870756.57,1389.5,1301203.18,14866712.37,650515.41,7447.96,393890.63,4087232.343,126213.07,2005,4,2,15,15,April,0.15272188301385103,0.4025498957983542
India,"Calendar Year (Jan - Dec), 2005","April, 2005",2005-04-29,2331405.61,23143686.34,371883.534514,300964.998973,1654095.304671,17510888.64,4461.7738,771716.79,7250237.568,-1198.72,772915.51,6005323.618,1302748.56,14870756.57,1389.5,1301359.06,14866712.37,649560.12,7435.39,400055.26,4087232.343,125287.81,2005,4,2,17,29,April,0.04212795882601039,-0.14685124830479124
India,"Calendar Year (Jan - Dec), 2005","May, 2005",2005-05-13,2341282.58,23143686.34,382723.034514,291338.738973,1662973.424671,17510888.64,4247.3838,768695.81,7250237.568,7612.42,761083.39,6005323.618,1314565.19,14870756.57,1389.5,1313175.69,14866712.37,639044.68,7435.39,388458.5,4087232.343,113270.64,2005,5,2,19,13,May,0.4236487189374305,-1.6188555418088058
